theta   d_times   d_db
1e-09   0.0   -90.0
0.0015715831168533231   3.7846937240837576e-05   -44.21957785102709
0.0031431652337066463   0.00015138783951871014   -38.199061401205874
0.00471474735055997   0.0003406232670569376   -34.67724414877543
0.006286329467413293   0.0006055541521369856   -32.1784629648794
0.007857911584266616   0.0009461817969905094   -30.240249523348133
0.009429493701119939   0.0013625078708121982   -28.656606615047174
0.011001075817973261   0.001854534405914193   -27.317648709110635
0.012572657934826585   0.0024222637930775373   -26.157783831225277
0.01414424005167991   0.003065698776003612   -25.134703778603424
0.015715822168533233   0.0037848424449348876   -24.219520798117426
0.017287404285386554   0.004579698229451924   -23.391630432359932
0.018858986402239878   0.0054502698903634164   -22.635819118029268
0.020430568519093202   0.006396561510765614   -21.940533515894064
0.022002150635946523   0.007418577486312625   -21.296793042484673
0.023573732752799847   0.008516322514517454   -20.69747849124148
0.02514531486965317   0.009689801583333378   -20.136850710237788
0.026716896986506495   0.010939019958779814   -19.61021545573543
0.02828847910335982   0.012263983171758568   -19.113684186659405
0.02986006122021314   0.013664697004060214   -18.64399961967624
0.03143164333706647   0.015141167473415262   -18.19840608192941
0.03300322545391979   0.01669340081782578   -17.774551528254268
0.03457480757077311   0.018321403478941834   -17.37041237323475
0.036146389687626436   0.02002518208462151   -16.984235045931698
0.03771797180447976   0.021804743430688348   -16.614489992447282
0.03928955392133308   0.0236600944617478   -16.259835074499875
0.040861136038186405   0.025591242251215163   -15.919086150887123
0.042432718155039725   0.02759819398050669   -15.591193214000125
0.044004300271893046   0.02968095691733851   -15.275220868330067
0.045575882388746373   0.03183953839317509   -14.970332236117967
0.047147464505599694   0.03407394577984824   -14.675775592576105
0.04871904662245302   0.03638418646538841   -14.390873193336633
0.05029062873930634   0.03877026782883977   -14.115011876315076
0.05186221085615966   0.04123219721440581   -13.84763511016304
0.05343379297301299   0.04376998190464864   -13.588236230103314
0.05500537508986631   0.046383629092859806   -13.336352654521338
0.05657695720671964   0.04907314585458944   -13.091560916468923
0.05814853932357296   0.05183853911829902   -12.853472376061074
0.05972012144042628   0.0546798156352494   -12.621729504764334
0.06129170355727961   0.05759698194843018   -12.396002652428582
0.06286328567413293   0.060590044360725036   -12.175987223688736
0.06443486779098626   0.06365900890217475   -11.961401203076313
0.06600644990783958   0.06680388129647039   -11.751982978397134
0.0675780320246929   0.07002466692651728   -11.547489420263233
0.06914961414154622   0.07332137079920989   -11.347694182426373
0.07072119625839954   0.07669399750932006   -11.152386193138867
0.07229277837525287   0.08014255120261098   -10.961368312337232
0.07386436049210619   0.0836670355380323   -10.774456133254205
0.07543594260895951   0.08726745364911379   -10.591476910203923
0.07700752472581283   0.09094380810452508   -10.412268596929092
0.07857910684266615   0.09469610086776718   -10.236678982106923
0.08015068895951949   0.09852433325605174   -10.064564910464744
0.08172227107637281   0.1024285058983354   -9.895791579530673
0.08329385319322613   0.10640861869249556   -9.730231903373914
0.08486543531007945   0.11046467076171133   -9.56776593581761
0.08643701742693277   0.11459666040998208   -9.408280346578316
0.08800859954378609   0.11880458507679796   -9.251667944608467
0.08958018166063943   0.12308844129105463   -9.097827243624948
0.09115176377749275   0.1274482246240118   -8.94666206542809
0.09272334589434607   0.13188392964157508   -8.798081177124775
0.09429492801119939   0.13639554985558341   -8.651997958846955
0.09586651012805271   0.14098307767443038   -8.508330098929996
0.09743809224490604   0.14564650435276996   -8.366999313879514
0.09900967436175936   0.1503858199404079   -8.227931090743441
0.10058125647861269   0.15520101323039898   -8.091054449771448
0.102152838595466   0.1600920717062995   -7.956301725475795
0.10372442071231933   0.16505898148865752   -7.8236083644055485
0.10529600282917266   0.17010172728060705   -7.692912738129587
0.10686758494602598   0.1752202923127259   -7.564155970072209
0.1084391670628793   0.18041465828703634   -7.437281774990988
0.11001074917973262   0.18568480532022683   -7.312236310003418
0.11158233129658594   0.19103071188609064   -7.1889680361795785
0.11315391341343928   0.19645235475709397   -7.0674275898161065
0.1147254955302926   0.20194970894520875   -6.947567662587156
0.11629707764714592   0.2075227476419433   -6.829342889849216
0.11786865976399924   0.2131714421575533   -6.712709746443437
0.11944024188085256   0.2188957618594926   -6.5976264493984
0.12101182399770588   0.22469567411008592   -6.484052866992544
0.12258340611455922   0.2305711442033782   -6.371950433684739
0.12415498823141254   0.23652213530124205   -6.261282070462993
0.12572657034826587   0.24254860836874523   -6.152012110202373
0.1272981524651192   0.24865052210864583   -6.044106227661245
0.1288697345819725   0.25482783289523897   -5.937531373770377
0.13044131669882583   0.26108049470736755   -5.832255713906082
0.13201289881567915   0.2674084590607239   -5.728248569858957
0.13358448093253247   0.2738116749393462   -5.6254803652375065
0.1351560630493858   0.2802900887264358   -5.523922574063585
0.13672764516623911   0.2868436441343928   -5.423547672339999
0.13829922728309244   0.2934722821340934   -5.32432909238612
0.13987080939994576   0.30017594088352845   -5.226241179752139
0.14144239151679908   0.30695455565559604   -5.129259152542234
0.14301397363365242   0.3138080587652674   -5.033359062983806
0.14458555575050575   0.32073637949602496   -4.93851776109708
0.14615713786735907   0.32773944402552974   -4.8447128603294285
0.1477287199842124   0.3348171753507071   -4.751922705025921
0.1493003021010657   0.3419694932119857   -4.660126339623061
0.15087188421791903   0.34919631401702933   -4.569303479453172
0.15244346633477235   0.3564975507636143   -4.479434483063755
0.15401504845162567   0.3638731129619682   -4.3905003259547595
0.155586630568479   0.37132290655637085   -4.302482575649926
0.1571582126853323   0.3788468338461137   -4.215363368020659
0.15872979480218563   0.3864447934058223   -4.129125384787732
0.16030137691903898   0.39411668000514455   -4.043751832131244
0.1618729590358923   0.4018623845277858   -3.9592264203442706
0.16344454115274562   0.40968179388991743   -3.8755333444694884
0.16501612326959894   0.4175747909579868   -3.792657265862147
0.16658770538645226   0.42554125446593233   -3.7105832946267636
0.16815928750330558   0.43358105893178994   -3.62929697287857
0.1697308696201589   0.44169407457368226   -3.5487842587838396
0.17130245173701222   0.4498801672252692   -3.4690315113353525
0.17287403385386554   0.45813919825067534   -3.390025475822687
0.17444561597071886   0.4664710244587201   -3.3117532699613688
0.17601719808757219   0.4748754980167791   -3.2342023706424157
0.17758878020442553   0.48335246636397466   -3.1573606012721376
0.17916036232127885   0.4919017721239056   -3.081216119669137
0.18073194443813217   0.5005232530168905   -3.0057574064896815
0.1823035265549855   0.5092167417716198   -2.930973254155016
0.18387510867183882   0.5179820660364535   -2.8568527562528354
0.18544669078869214   0.5268190482900964   -2.783385297391088
0.18701827290554546   0.5357275057519474   -2.7105605434788345
0.18858985502239878   0.5447072502919266   -2.6383684324144694
0.1901614371392521   0.5537580883398707   -2.5667991651603836
0.19173301925610542   0.5628798207945398   -2.4958431971847608
0.19330460137295877   0.5720722429321774   -2.4254912302530944
0.1948761834898121   0.5813351443147372   -2.355734204551692
0.1964477656066654   0.5906683086976614   -2.286563291128142
0.19801934772351873   0.6000715139373787   -2.217969884632461
0.19959092984037205   0.6095445318983252   -2.149945596346217
0.20116251195722537   0.6190871283598348   -2.082482247483703
0.2027340940740787   0.6286990629225184   -2.0155718627552837
0.204305676190932   0.6383800889144585   -1.9492066641786
0.20587725830778533   0.6481299532970787   -1.883379065127323
0.20744884042463865   0.6579483965707833   -1.8180816646061049
0.20902042254149197   0.667835152680337   -1.753307241741811
0.21059200465834532   0.6777899489199615   -1.6890487504815739
0.21216358677519864   0.6878125058383363   -1.6252993144873638
0.21373516889205196   0.6979025371433071   -1.562052222219767
0.21530675100890528   0.7080597496064669   -1.4993009222017197
0.2168783331257586   0.7182838429675953   -1.4370390184545845
0.21844991524261193   0.7285745098388966   -1.3752602660995752
0.22002149735946525   0.7389314356092622   -1.313958567116207
0.22159307947631857   0.7493542983482834   -1.2531279662528159
0.2231646615931719   0.7598427687102853   -1.1927626470812305
0.2247362437100252   0.7703965098383253   -1.1328569281900123
0.22630782582687856   0.7810151772680931   -1.0734052595109367
0.22787940794373188   0.7916984188318656   -1.0144022187724644
0.2294509900605852   0.8024458745624615   -0.9558425080754064
0.23102257217743852   0.8132571765972052   -0.8977209505858501
0.23259415429429184   0.8241319490820377   -0.8400324873399809
0.23416573641114516   0.8350698080755979   -0.782772174157344
0.23573731852799848   0.8460703614535385   -0.7259351786569458
0.2373089006448518   0.8571332088128961   -0.6695167773731665
0.23888048276170512   0.8682579413766148   -0.6135123529671564
0.24045206487855844   0.8794441418983608   -0.5579173915294049
0.24202364699541176   0.8906913845674183   -0.5027274799711057
0.2435952291122651   0.9019992349139341   -0.44793830349968133
0.24516681122911843   0.9133672497143203   -0.39354564317629676
0.24673839334597175   0.9247949768970923   -0.3395453735510165
0.24830997546282507   0.9362819554488895   -0.28593346037399986
0.2498815575796784   0.9478277153209367   -0.23270595837876937
0.25145313969653177   0.959431777335813   -0.17985900913561417
0.2530247218133851   0.9710936530947377   -0.12738883897168235
0.2545963039302384   0.9828128448851586   -0.0752917569564024
0.25616788604709173   0.9945888455888923   -0.023564152948839196
0.25773946816394505   1.0064211385907367   0.027797504294785443
0.25931105028079837   1.018309197687634   0.0787966689557944
0.2608826323976517   1.0302524869983363   0.12943671993174052
0.262454214514505   1.0422504608737473   0.17972096256166964
0.26402579663135833   1.0543025638077697   0.22965263029902755
0.26559737874821165   1.0664082303489322   0.27923488633506505
0.267168960865065   1.078566885012622   0.32847082517362614
0.2687405429819183   1.0907779421940615   0.37736347415945787
0.2703121250987716   1.10304080608203   0.4259157949615201
0.27188370721562494   1.11535487057339   0.474130685012954
0.27345528933247826   1.1277195191884584   0.522010978909213
0.2750268714493316   1.1401341249871422   0.5695594497653438
0.2765984535661849   1.1525980504860986   0.6167788105346628
0.2781700356830382   1.1651106475767088   0.6636717152891881
0.27974161779989154   1.1776712574441024   0.7102407604638725
0.28131319991674486   1.1902792104871383   0.7564884860653419
0.2828847820335982   1.202933826239414   0.8024173768464589
0.2844563641504515   1.215634413291408   0.8480298634480671
0.2860279462673049   1.2283802692136905   0.8933283235086255
0.2875995283841582   1.2411706804812725   0.9383150827428933
0.2891711105010115   1.2540049223992127   0.9829924159909386
0.29074269261786484   1.2668822590294113   1.027362548238052
0.29231427473471816   1.2798019431186625   1.0714276556065951
0.2938858568515715   1.2927632160280584   1.1151898663208648
0.2954574389684248   1.3057653076636975   1.1586512616455185
0.2970290210852781   1.318807436408842   1.2018138767987478
0.29860060320213144   1.3318888090574372   1.2446797018405524
0.30017218531898476   1.3450086207491747   1.2872506825373522
0.3017437674358381   1.3581660549060528   1.3295287212033788
0.3033153495526914   1.3713602831704255   1.371515677519387
0.3048869316695447   1.3845904653447958   1.4132133693300664
0.30645851378639805   1.3978557493330892   1.454623573419813
0.30803009590325137   1.4111552710837594   1.4957480262684926
0.3096016780201047   1.424488154534525   1.5365884247870196
0.311173260136958   1.4378535115589197   1.5771464270337885
0.31274484225381133   1.4512504419146814   1.6174236529124544
0.31431642437066465   1.4646780331939753   1.6574216848514673
0.31588800648751797   1.4781353607754986   1.6971420684658989
0.3174595886043713   1.4916214877786413   1.7365863132024526
0.31903117072122467   1.5051354650195279   1.7757558929674964
0.320602752838078   1.5186763309691955   1.814652246739215
0.3221743349549313   1.5322431117137874   1.853276779163847
0.32374591707178463   1.5458348209169672   1.8916308611369117
0.32531749918863795   1.5594504597844243   1.9297158303693493
0.32688908130549127   1.5730890170307177   1.967532991939556
0.3284606634223446   1.586749468848296   2.0050836188311205
0.3300322455391979   1.6004307788789043   2.042368952457106
0.33160382765605123   1.6141318981873627   2.079390203171077
0.33317540977290455   1.6278517652377162   2.1161485507650957
0.33474699188975787   1.6415893058719424   2.1526451449554123
0.3363185740066112   1.6553434332910708   2.188881105855664
0.3378901561234645   1.6691130480389613   2.224857524438436
0.33946173824031783   1.682897037988637   2.2605754629850923
0.34103332035717115   1.6966942783313006   2.2960359555243963
0.3426049024740245   1.710503631568067   2.3312400082601648
0.3441764845908778   1.7243239475044352   2.366188599988177
0.3457480667077311   1.738154063247608   2.4008826825027674
0.34731964882458444   1.7519928032066168   2.4353231809931257
0.34889123094143776   1.7658389790954052   2.469510994429833
0.3504628130582911   1.7796913899388367   2.503446995941668
0.3520343951751444   1.7935488220817184   2.537132033183029
0.3536059772919978   1.807410049200876   2.5705669286921697
0.3551775594088511   1.8212738323203217   2.6037524802404577
0.3567491415257044   1.835138919829625   2.636689461173014
0.35832072364255774   1.8490040475054081   2.669378620740643
0.35989230575941106   1.8628679385361477   2.701820684423568
0.3614638878762644   1.8767293035502817   2.7340163542470552
0.3630354699931177   1.890586840647617   2.7659663090889817
0.364607052109971   1.9044392354341868   2.79767120497978
0.36617863422682434   1.9182851610605263   2.829131675394731
0.36775021634367766   1.9321232782634452   2.860348331538871
0.369321798460531   1.945952235411357   2.8913217626246848
0.3708933805773843   1.9597706685532066   2.922052536142739
0.3724649626942376   1.9735772014710136   2.95254119812535
0.37403654481109094   1.9873704457361183   2.9827882734035094
0.37560812692794426   2.0011490007691592   3.0127942658571856
0.3771797090447976   2.01491145390386   3.0425596586592047
0.3787512911616509   2.028656380454621   3.0720849145127325
0.3803228732785042   2.0423823437879665   3.1013704758825043
0.38189445539535755   2.0560878953979755   3.130416765220099
0.38346603751221087   2.069771574985675   3.1592241851832448
0.3850376196290642   2.0834319105423447   3.18779311884907
0.38660920174591756   2.0970674184370717   3.216123929922027
0.3881807838627709   2.110676603508217   3.2442169629358073
0.3897523659796242   2.124257959159192   3.2720725434500904
0.3913239480964775   2.137809967458317   3.2996909782416557
0.39289553021333085   2.1513310992429906   3.3270725554903713
0.39446711233018417   2.1648198142281156   3.354217544959919
0.3960386944470375   2.178274561118827   3.3811261981733893
0.3976102765638908   2.191693777727649   3.407798748583988
0.39918185868074413   2.2050758910960067   3.4342354117407297
0.40075344079759745   2.218419317620173   3.4604363854492606
0.40232502291445077   2.2317224631818036   3.4864018499281384
0.4038966050313041   2.2449837232828758   3.512131967960197
0.4054681871481574   2.258201483185277   3.537626885039474
0.40703976926501073   2.2713741180549727   3.562886729513581
0.40861135138186405   2.2844999931108294   3.587911612721641
0.4101829334987174   2.2975774637781057   3.6127016291278373
0.4117545156155707   2.3106048758466584   3.63725685645065
0.413326097732424   2.3235805656339044   3.661577355787851
0.41489767984927733   2.336502860152578   3.6856631717373496
0.41646926196613065   2.349370077283294   3.7095143325138773
0.418040844082984   2.36218052595196   3.733130850061617
0.41961242619983735   2.3749325063120663   3.756512720162808
0.4211840083166907   2.3876243099319194   3.7796599225424505
0.422755590433544   2.400254219986771   3.8025724209690193
0.4243271725503973   2.412820511455932   3.8252501633513516
0.42589875466725063   2.4253214513249137   3.847693081831767
0.42747033678410395   2.437755298792554   3.869901092875359
0.4290419189009573   2.45012030548321   3.8918740973555925
0.4306135010178106   2.4624147156639937   3.9136119806361593
0.4321850831346639   2.474636766467154   3.9351146126492864
0.43375666525151724   2.4867846881175404   3.95638184797037
0.43532824736837056   2.498856704165175   3.9774135258889864
0.4368998294852239   2.510851031723047   3.9982094704764792
0.4384714116020772   2.5227658817100105   4.018769490649916
0.4400429937189305   2.5345994590989203   4.039093380232649
0.44161457583578384   2.5463499631699302   4.059180918011356
0.44318615795263716   2.558015587769055   4.079031867789727
0.4447577400694905   2.5695945215718874   4.0986459784386255
0.4463293221863438   2.5810849483526357   4.1180229839430185
0.4479009043031971   2.5924850472583234   4.137162603445386
0.44947248642005044   2.6037929930883283   4.156064541285942
0.45104406853690376   2.6150069565791156   4.174728487039422
0.45261565065375714   2.6261251046942555   4.193154115548597
0.45418723277061046   2.6371456009197134   4.2113410869545
0.4557588148874638   2.6480666055643765   4.229289046723326
0.4573303970043171   2.6588862760659073   4.246997625670171
0.4589019791211704   2.669602767301782   4.264466439979368
0.46047356123802374   2.6802142319056403   4.28169509122167
0.46204514335487706   2.690718820588869   4.298683166368157
0.4636167254717304   2.7011146824674377   4.315430237800918
0.4651883075885837   2.711399965393927   4.331935863320425
0.466759889705437   2.721572816294838   4.348199586149776
0.46833147182229035   2.7316313815130724   4.364220934935651
0.46990305393914367   2.7415738071556084   4.379999423746024
0.471474636055997   2.751398239446348   4.395534552064648
0.4730462181728503   2.7611028250841105   4.410825804782287
0.47461780028970363   2.7706857116057813   4.425872652184734
0.47618938240655695   2.780145047754546   4.440674549937544
0.47776096452341027   2.7894789838532104   4.455230939067515
0.4793325466402636   2.798685672182558   4.469541245940864
