0	0	-44,569320519998
1	1	-28,937179886834
2	2	-23,03669708867
3	3	-19,517513619899
4	4	-16,990279801097
5	5	-15,005604911244
6	6	-13,361518818558
7	7	-11,950037315005
8	8	-10,706813158905
9	9	-9,5905606509682
10	10	-8,5733485687902
11	11	-7,6355260684953
12	12	-6,7628568571475
13	13	-5,9447990843642
14	14	-5,1734208022245
15	15	-4,4426876911957
16	16	-3,7479789214487
17	17	-3,0857483028761
18	18	-2,453281095935
19	19	-1,8485156821383
20	20	-1,2699103785269
21	21	-0,71634242766214
22	22	-0,18703042250072
23	23	0,3185258559555
24	24	0,80059242093802
25	25	1,2592379112859
26	26	1,6943624748502
27	27	2,1057203281983
28	28	2,492975097654
29	29	2,8555509375842
30	30	3,1929017898927
31	31	3,5043336102518
32	32	3,7890575981565
33	33	4,0461918967306
34	34	4,2747610869269
35	35	4,4736935593251
36	36	4,6418167665435
37	37	4,7778502789867
38	38	4,8803964814956
39	39	4,9479286532337
40	40	4,9787760616654
41	41	4,9711055659646
42	42	4,9228990553915
43	43	4,8319258301867
44	44	4,6957087470413
45	45	4,5114825709663
46	46	4,2761424613001
47	47	3,9861798149335
48	48	3,6376017112322
49	49	3,2253768137639
50	50	2,7450147536305
51	51	2,1899271876465
52	52	1,5528018928172
53	53	0,82491302062488
54	54	-0,0042807449048851
55	55	-0,94768431559293
56	56	-2,0213208758764
57	57	-3,2453726607215
58	58	-4,6455907387053
59	59	-6,2550681787233
60	60	-8,1158852711299
61	61	-10,278016781022
62	62	-12,78406872144
63	63	-15,594027131448
64	64	-18,318322659609
65	65	-19,917304156897
66	66	-19,871584485406
67	67	-19,234510494858
68	68	-18,931177841243
69	69	-19,332050838732
70	70	-20,704698715097
71	71	-23,496864291692
72	72	-27,364945958613
73	73	-24,244979555921
74	74	-18,534433453559
75	75	-14,370677533451
76	76	-11,242124760143
77	77	-8,7676808005285
78	78	-6,7407848999586
79	79	-5,0526397747544
80	80	-3,6272341355205
81	81	-2,4172092741588
82	82	-1,3898454841119
83	83	-0,52175670488124
84	84	0,20417000629563
85	85	0,80063303227253
86	86	1,2770906309535
87	87	1,6405242470348
88	88	1,8959418041467
89	89	2,0467076722755
90	90	2,0947496367334
91	91	2,0406452652174
92	92	1,88373691264
93	93	1,6220114027131
94	94	1,2520091269427
95	95	0,76860998150718
96	96	0,16469406048545
97	97	-0,56937536154713
98	98	-1,4465364710291
99	99	-2,4842382672154
100	100	-3,7063594346588
101	101	-5,1463794869818
102	102	-6,8529016588946
103	103	-8,9041968899413
104	104	-11,41320189502
105	105	-14,595697342695
106	106	-18,853821707315
107	107	-24,697867597124
108	108	-27,327562842116
109	109	-23,311890214459
110	110	-20,600455146585
111	111	-19,291067486561
112	112	-18,939921895154
113	113	-19,282953671129
114	114	-19,932425261324
115	115	-19,918532021888
116	116	-18,222122705146
117	117	-15,457987744563
118	118	-12,65060279054
119	119	-10,158743469585
120	120	-8,0117093946457
121	121	-6,1643893904405
122	122	-4,566528796858
123	123	-3,1762804464473
124	124	-1,9608524583805
125	125	-0,89475764901229
126	126	0,041975294645069
127	127	0,86520526711283
128	128	1,5877096328538
129	129	2,2199301255139
130	130	2,7705141191338
131	131	3,2467113334445
132	132	3,6550583394323
133	133	4,0000064828348
134	134	4,2865528343033
135	135	4,5186622640398
136	136	4,6998198230299
137	137	4,8331103824576
138	138	4,9212820796637
139	139	4,966797273751
140	140	4,9718737494985
141	141	4,9385182136003
142	142	4,8685536202745
143	143	4,7636414881116
144	144	4,6253000881556
145	145	4,4549191677803
146	146	4,2537717069097
147	147	4,0230230688201
148	148	3,7637377970198
149	149	3,4768842148326
150	150	3,163336899163
151	151	2,823877019304
152	152	2,459190450764
153	153	2,0698153151383
154	154	1,6563169741003
155	155	1,2190202838212
156	156	0,75815817751886
157	157	0,27381554610452
158	158	-0,23409387994956
159	159	-0,76585712019645
160	160	-1,3219996803129
161	161	-1,9033337094964
162	162	-2,5110197119191
163	163	-3,1466461972495
164	164	-3,8123335209714
165	165	-4,5108710061069
166	166	-5,2459008669811
167	167	-6,0221695435909
168	168	-6,8458787369379
169	169	-7,7251883463094
170	170	-8,6709587866937
171	171	-9,697885562164
172	172	-10,826306875121
173	173	-12,085231830021
174	174	-13,517738906867
175	175	-15,191395255539
176	176	-17,220606372391
177	177	-19,822249857439
178	178	-23,489881458798
179	179	-29,821725180428
180	180	-42,837253998885
181	179	-28,270640109641
182	178	-22,695482323159
183	177	-19,28996470081
184	176	-16,820431353583
185	175	-14,870708376464
186	174	-13,250118886562
187	173	-11,855563918469
188	172	-10,625151422102
189	171	-9,5189635454486
190	170	-8,5098906945984
191	169	-7,5788046525118
192	168	-6,7118168348939
193	167	-5,898625213904
194	166	-5,1314682004952
195	165	-4,4044354965442
196	164	-3,712998457619
197	163	-3,0536806573924
198	162	-2,4238209937303
199	161	-1,821399675991
200	160	-1,2449080633511
201	159	-0,69324981100733
202	158	-0,16566485517837
203	157	0,3383296072424
204	156	0,81898525771081
205	155	1,2763588611245
206	154	1,7103406828731
207	153	2,1206767017179
208	152	2,5070231889306
209	151	2,8687998925411
210	150	3,205455422666
211	149	3,5162921471479
212	148	3,8005186090305
213	147	4,0572512074143
214	146	4,2855137021017
215	145	4,4842346246772
216	144	4,652242600388
217	143	4,7882595069238
218	142	4,8908913133437
219	141	4,9586163500009
220	140	4,9897706524843
221	139	4,9825298919757
222	138	4,9348872413831
223	137	4,844626318159
224	136	4,7092880729762
225	135	4,5261301333236
226	134	4,2920766270433
227	133	4,003655851754
228	132	3,6569222480339
229	131	3,246907023228
230	130	2,7691989989001
231	129	2,2173173467059
232	128	1,5840946847725
233	127	0,86100462661584
234	126	0,037786512703093
235	125	-0,89805979885975
236	124	-1,9619570043244
237	123	-3,1731674100263
238	122	-4,5559810841624
239	121	-6,141078869952
240	120	-7,9664070630857
241	119	-10,074709071931
242	118	-12,496599587146
243	117	-15,179504240274
244	116	-17,765667177843
245	115	-19,380666252149
246	114	-19,542698778338
247	113	-19,082546136137
248	112	-18,866004481004
249	111	-19,288314952363
250	110	-20,607443722239
251	109	-23,121877167082
252	108	-25,911335546724
253	107	-23,091134153656
254	106	-18,059021901694
255	105	-14,125091048544
256	104	-11,092621259434
257	103	-8,6672358824254
258	102	-6,6689055270139
259	101	-4,9988616655104
260	100	-3,5856417811723
261	99	-2,3841631237266
262	98	-1,3629601088868
263	97	-0,49938526444628
264	96	0,22321695784831
265	95	0,81725112049676
266	94	1,2919822973936
267	93	1,6542640057797
268	92	1,909020925733
269	91	2,0595667574995
270	90	2,1078045641216
271	89	2,0543087632084
272	88	1,8984401887856
273	87	1,6382277503735
274	86	1,2702813624686
275	85	0,78958642737463
276	84	0,18917845077602
277	83	-0,54035081324523
278	82	-1,4115987368963
279	81	-2,4414921363933
280	80	-3,6530785360866
281	79	-5,0784458144332
282	78	-6,7637077057474
283	77	-8,7822206819295
284	76	-11,236305568244
285	75	-14,314067440838
286	74	-18,329107176891
287	73	-23,49545519992
288	72	-26,125251071272
289	71	-23,101818831564
290	70	-20,584959762449
291	69	-19,287723475151
292	68	-18,880677858328
293	67	-19,091696618054
294	66	-19,498047920454
295	65	-19,222460351636
296	64	-17,526394530102
297	63	-14,944139675968
298	62	-12,29655104454
299	61	-9,9093278509144
300	60	-7,8288962591325
301	59	-6,0253157391877
302	58	-4,457376597164
303	57	-3,0883882370114
304	56	-1,8885649290362
305	55	-0,83423899531758
306	54	0,093416163587896
307	53	0,90951302422285
308	52	1,6263264610714
309	51	2,253950296912
310	50	2,8007850235854
311	49	3,2739013605467
312	48	3,679703227231
313	47	4,0225442729569
314	46	4,3073446318193
315	45	4,5380108960866
316	44	4,717982709306
317	43	4,8503092652935
318	42	4,9377104872025
319	41	4,9826263236072
320	40	4,9872567221622
321	39	4,9535942036549
322	38	4,8834504897674
323	37	4,7784782877944
324	36	4,6401890708066
325	35	4,4699674881863
326	34	4,2690828818385
327	33	4,0386982551168
328	32	3,7798769352479
329	31	3,4935870786012
330	30	3,1807040857647
331	29	2,8420109151243
332	28	2,4781962049305
333	27	2,0898027962039
334	26	1,6773993129621
335	25	1,2413174472356
336	24	0,78179767703915
337	23	0,29893412402063
338	22	-0,20734820794742
339	21	-0,73732254262647
340	20	-1,2914974242547
341	19	-1,8706640108992
342	18	-2,4759566188998
343	17	-3,1089307832623
344	16	-3,7716649052935
345	15	-4,4668943047217
346	14	-5,1981907664207
347	13	-5,9702074951434
348	12	-6,7890206098248
349	11	-7,6626173760673
350	10	-8,6016150494866
351	9	-9,6203563947161
352	8	-10,738649041883
353	7	-11,984667080976
354	6	-13,400096636211
355	5	-15,049999809191
356	4	-17,043780539943
357	3	-19,586695024672
358	2	-23,13784640341
359	1	-29,132640216932
